chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_352,292,"has a quantity and price standard. Since direct material, direct
labor, and variable manufacturing overhead have quantity and
price standards, they are analyzed using the standard costs
variance analysis method presented in this chapter.
The e xample of the NoTuggins dog harness is use d
throughout this chapter to illustrate standard c osts and
standard c osts v ariances for product c osts. Brad in vented
NoTuggins, a revolutionary dog harness that stops dogs from
pulling when connected to a leash by humanely redistributing
the dog’s pulling force. Dogs are unable to move forward until
they quit pulling. NoTuggins w as f eatured as the most
innovative new harness b y the International Kennel
Association. Brad sold 150,000 units of NoTuggins during the
first year of operations. Although the product was selling well,
product costs were higher than expected, translating into lower"
Principles-of-Managerial-Accounting-profitability::chunk_353,292,"product costs were higher than expected, translating into lower
profits. Brad decided to conduct a standard costs variance
analysis to see if he could isolate the issue, or issues. The
standard costs to make one unit of NoTuggins and the actual
production costs data for the period are presented in Exhibit
8-1 below.
Exhibit 8-1 Sta ndard c osts to ma ke one u nit of
NoTuggins and the actual production data
276 | STANDARD COSTS AND VARIANCE ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_354,293,"Standard costs
As shown in Exbibit 8-1, Brad proje cts that the standard
variable cost to make one unit of product is $7.35. NoTuggins
requires one type of direct material, a flat nylon cord. He
estimates that each unit should require 4.2 feet of flat nylon
cord that costs $0.50 per foot for total direct material costs
per unit of $2.10. Each unit should require 0.25 direct labor
hours to assemble at an average rate of $18 per hour for total
STANDARD COSTS AND VARIANCE ANALYSIS | 277"
Principles-of-Managerial-Accounting-profitability::chunk_355,294,"direct labor costs of $4.50 per unit. Variable manufacturing
overhead costs are applied to the product based on direct labor
hours. The standard variable manufacturing overhead rate is
$3 per direct labor hour. Each unit should require 0.25 direct
labor hours for total variable manufacturing overhead costs per
unit of $0.75. It is important to note that cost standards are
established before the work is started. Production managers are
responsible for controlling costs and meeting the target cost,
which is $7.35 per unit in this case.
Actual manufacturing data
Actual manufacturing data are collected after the period under
consideration is finishe d. Actual data includes the e xact
number of units produced during the period and the actual
costs incurred. During the period, Brad produced 150,000
units of NoTuggins. The actual costs and quantities incurred"
Principles-of-Managerial-Accounting-profitability::chunk_356,294,"costs incurred. During the period, Brad produced 150,000
units of NoTuggins. The actual costs and quantities incurred
for direct materials, direct labor, and variable manufacturing
overhead are reported in Exhibit 8-1.
Total variable manufacturing
costs variance
Refer to the bottom section of Exhibit 8-1. At the beginning
of the period, Brad projected that the standard cost to produce
one unit should be $7.35. During the period, he actually
278 | STANDARD COSTS AND VARIANCE ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_357,295,"produced 150,000 units. P er the standard, total v ariable
production costs should have been $1,102,500 (150,000 units
x $7.35). Ho wever, Brad actually incurre d $1,284,000 in
variable manufacturing costs. Actual variable manufacturing
costs incurred were $181,500 over the budgeted or standard
amount.
Knowing that variable manufacturing costs were $181,500
over budget is helpful, but it doesn’t isolate the production
issue or issues. Theref ore, the ne xt step is to individually
analyze each component of variable manufacturing costs. The
total variable manufacturing costs variance is separated into
direct materials variances, direct labor variances, and variable
manufacturing overhead variances. Each of these variances are
discussed in detail in the following sections.
Video Illustration 8-1:
Standard costs for
manufacturing costs
Patty invented a virtually indestructible bicycle"
Principles-of-Managerial-Accounting-profitability::chunk_358,295,"Video Illustration 8-1:
Standard costs for
manufacturing costs
Patty invented a virtually indestructible bicycle
lock called Lastlock. The lock is lightweight,
retractable, and fits easily in a jacket pocket.
Sales of Lastlock skyrocketed when a local
STANDARD COSTS AND VARIANCE ANALYSIS | 279"
Principles-of-Managerial-Accounting-profitability::chunk_359,296,"celebrity posted about Lastlock on social media.
While the sudden increase in sales demand was
exciting, Patty was not expecting the sudden
increase in production so she experienced a
number of production issues. In particular, she
ran out of the alloy used to make Lastlock and
was forced to purchase a lower quality batch
from a different supplier. The lower quality
batch, however, was significantly cheaper than
the normal alloy. Also, to meet demand she had
to hire an additional fabricator. Although the
new fabricator was less experienced, her pay
rate per hour was lower. Since she paid less for
the material and labor, Patty assumed that at the
end of the period overall manufacturing costs
would be lower than projected. However,
manufacturing costs were higher than expected
at the end of the period. Accordingly, Patty
decided to perform a standard cost variance"
Principles-of-Managerial-Accounting-profitability::chunk_360,296,"at the end of the period. Accordingly, Patty
decided to perform a standard cost variance
analysis on the variable manufacturing costs.
The standard quantity and price to make one
unit of Lastlock are provided below. The actual
costs and quantities are also provided.
Exhibit 8-2 Using standard costs to
280 | STANDARD COSTS AND VARIANCE ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_361,297,"analyze manufacturing costs overview and
video explanation
STANDARD COSTS AND VARIANCE ANALYSIS | 281"
Principles-of-Managerial-Accounting-profitability::chunk_362,298,"Click icon or go to https://uc.mediaspace.kaltura.com/
media/8+Standard+Video+Illustration+8-1/1_eakfxnrl
Check your understanding LO1
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
282 | STANDARD COSTS AND VARIANCE ANALYSIS"
Principles-of-Managerial-Accounting-profitability::chunk_363,299,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=111#h5p-120
Direct materials variances LO2
Standard costs are established for all direct materials used in
the manuf acturing proc ess. Dire ct materials include all
materials that can be easily and economically traced to the
production of a product. For example, the direct materials
necessary to produce a wood desk might include wood and
hardware. Indirect materials are not easily and economically
traced to a particular product. Examples of indirect materials
are items such as nails, screws, sandpaper, and glue. Indirect
materials are included in the manufacturing overhead category,
not the direct materials category.
At the highest lev el, standard c osts v ariance analysis
compares the standard costs and quantities projected with the
amounts actually incurred. Standard costs and quantities are"
Principles-of-Managerial-Accounting-profitability::chunk_364,299,"amounts actually incurred. Standard costs and quantities are
established f or each dire ct material. These standards are
compared to the actual quantities used and the actual price
paid f or each c ategory of dire ct material. An y v ariances
STANDARD COSTS AND VARIANCE ANALYSIS | 283"
Principles-of-Managerial-Accounting-profitability::chunk_365,300,"between standard and actual costs are caused by a difference in
quantity or a difference in price. Therefore, the total variance
for dire ct materials is sep arated into the dire ct materials
quantity variance and the direct materials price variance. The
template provided in Exhibit 8-3 can be used to compute the
total direct material variance, direct material quantity variance,
and direct material price variance.
Exhibit 8-3 T emplate to c ompute t he tota l di rect
materials variance, direct materials quantity variance,
and direct material price variance
To illustrate standard c osts v ariance analysis f or dire ct
materials, refer to the data for NoTuggins in Exhibit 8-1 above.
NoTuggins requires one type of direct material, flat nylon
cord. The direct material standards for one unit of NoTuggins
are 4.2 feet of flat nylon cord that costs $0.50 per foot for a"
Principles-of-Managerial-Accounting-profitability::chunk_366,300,"are 4.2 feet of flat nylon cord that costs $0.50 per foot for a
total direct material cost per unit of $2.10. During the period,
600,000 f eet of flat n ylon c ord c osting $330,000 w ere
purchased and used.
284 | STANDARD COSTS AND VARIANCE ANALYSIS"
